Date,^GSPC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU,ACM,ADBE,AMD,DSKE,FCG
2010-01-05,0.00323342151675,0.00816187709298,0.0183798514894,0.00353107344633,-0.00128921357972,0.000374953130859,-0.0119047940798,-0.00980708605482,0.0036667,0.00311567624706,0.0110123978686,0.0164465084929,0.00103092783505,,0.0167476490142
2010-01-06,0.016993787958,0.0119750208808,0.00200534772763,0.00211118930331,-0.0111876075731,-0.000749625187406,0.00586128316058,0.0102237063969,0.00132842904921,0.000545520526774,0.0256501063124,-0.00212206890923,-0.0144181256437,,0.00850164718385
2010-01-07,-0.00777873833992,-0.0015,0.0213476331786,0.010884866573,-0.00391649260226,0.0,-0.00453217884533,0.00347877914362,0.00829187396352,0.00400120120652,0.0335731060783,-0.019404572552,-0.0104493207941,,-0.0100105895674
2010-01-08,0.0139372535986,0.00650974795527,-0.00587857609406,0.0159777347698,0.00655316760826,-0.00337584396099,-0.000975642276423,0.00157582729278,-0.000328980263158,0.00288172723771,0.0102751077229,-0.00542152359505,-0.00422386483633,,0.00957956359766
2010-01-11,-0.00544095105618,-0.00132666668867,0.000657030266559,0.0109401709402,-0.00390624983046,0.0026345126082,0.0104167321099,0.00566387647376,-0.00197430082179,0.00174675543235,-0.0160761154856,-0.0130825841669,-0.0307529162248,,-0.021085925145
2010-01-12,-0.0190037431615,-0.014447077143,-0.0144451092873,-0.00811633412242,-0.0108932457127,0.00563070591707,-0.00418817641146,-0.00719646455558,-0.0128585229146,-0.00938116548468,-0.0123374124708,-0.015189147064,-0.0536105032823,,-0.016155088853
2010-01-13,0.0117405635456,0.00370685774918,0.0113257828115,0.00409140811456,0.00969158547614,0.00709216098947,0.0109996764801,0.0132367475575,0.0113560450449,0.00832592564948,0.00236326798233,0.017386399327,0.0578034682081,,0.0153256704981
2010-01-14,-0.012184565936,0.00285381903643,0.00461126482213,0.0,0.00261780104712,-0.00296515937732,-0.004479968,0.00902012385567,0.0,0.00242642524001,-0.00909400440909,-0.0104740080064,-0.016393442623,,0.00808625336927
2010-01-15,-0.00734214412165,-0.0080348842305,-0.0203279357592,-0.0129032593242,-0.0139251523064,-0.00483271375465,-0.00642883296596,-0.00678168948156,-0.00990756242049,-0.0108231304722,-0.0176750509857,-0.000835738115001,-0.0177777777778,,-0.0155079679144
2010-01-19,0.0159763614194,0.0091124032775,0.0127176054508,0.011007877537,0.0172109002648,0.00597683974598,0.0116467162731,0.02420853432,0.0133421947965,0.0124996264513,0.00311418685121,0.0301087825511,0.0192307692308,,0.00380228116229
2010-01-20,-0.01776354106,-0.0155518397249,-0.0026437543056,-0.0153112628551,-0.01605201805,-0.00742666171556,-0.0105532139431,-0.00848481818182,-0.0134957213132,-0.0105978293141,-0.0096585374267,-0.0124492283505,-0.015538290788,,-0.0113636898613
2010-01-21,-0.043284909576,-0.0203839140544,-0.0284956944,-0.02315138137,-0.0105819664903,-0.0142162364385,-0.0145443111007,-0.0216993575275,-0.012679313069,-0.0189449037478,-0.010449286327,-0.0183612486511,0.0135287485908,,-0.0235358511221
2010-01-22,-0.0198326929036,-0.0237558357467,-0.0327420895458,-0.0152104704634,-0.0347594013031,-0.00227700189753,-0.0219744178419,-0.0109340213017,-0.0192632646164,-0.0221409881438,-0.0116156282999,-0.0402009771078,-0.123470522803,,-0.02466367713
2010-01-25,0.00885238725426,0.00657191841158,0.00564167842031,0.00646551724138,0.00831024930748,0.00190182571693,0.00670690811536,0.0,0.00516884906961,0.00459809752511,0.00569800569801,-0.00639909812684,0.0241116751269,,0.0235632758621
2010-01-26,-0.0141021936697,-0.00635251478216,-0.0175315580317,-0.00428265524625,-0.00274720695971,-0.00113899012908,0.0039973017988,-0.0056854074542,0.00137123757285,-0.00420319925428,-0.00247875354108,-0.00644031030445,0.00247831474597,,-0.0123526663474
2010-01-27,-0.00858226346415,-0.00390696139394,0.024268381461,0.00286738351254,0.0082643706031,0.00228057781378,-0.00663563392952,0.00698859593393,0.00171177684737,0.00488015216063,-0.00674476393326,-0.0235710083551,0.0123609394314,,-0.0130755542922
2010-01-28,-0.0179545361348,-0.0105188090569,-0.00487804912042,-0.0114367405289,-0.0286884803592,-0.00265460740786,-0.00768209727181,-0.0063091796117,-0.00580997949419,-0.0118177412301,-0.0210865260901,-0.00754375399951,-0.037851037851,,-0.00691249960181
2010-01-29,-0.0159973887038,-0.018018018018,-0.00700273158282,-0.0101229573391,-0.0173465072668,-0.00380220546776,-0.00605849902587,-0.0069840952381,-0.00618769336542,-0.00982917366505,-0.0153340640867,-0.0179385837014,-0.0532994923858,,-0.0237818445476
2010-02-01,0.0398142348976,0.0330275045872,0.0169252468265,0.0149745074863,0.0114504776455,0.00763354932696,0.00643406683257,0.00575441158074,0.012798374265,0.0142661086271,-0.00519091602488,0.00557278655024,0.0697050938338,,0.0451573948213
2010-02-02,0.00319084237396,0.0131439078711,0.00970873786408,0.0190715718218,0.0099056127403,0.0143939772727,0.00807537039285,0.0206612212543,0.0140027317622,0.0129729484896,0.0137905702572,0.01539408867,-0.00877192982456,,0.0216031836271
2010-02-03,-0.0114504131218,-0.00859049774561,-0.0109890796703,-0.00600282485876,0.00233531060252,-0.00709488397704,-0.00700931265051,-0.0133914975587,0.000673560098566,-0.00547431143785,-0.00919117613268,0.0,-0.0126422250316,,-0.0127991096272
2010-02-04,-0.037323037323,-0.0410256240677,-0.0430555585455,-0.0294849023091,-0.0279589015824,-0.0203084242196,-0.0262185210084,-0.0252525568182,-0.0289464499814,-0.0311406779463,-0.0382189596208,-0.022437780473,-0.0793854033291,,-0.0535512965051
2010-02-05,0.0187165775401,0.000184436658676,0.0116110313216,-0.00439234992679,0.0100670656727,-0.0026871018306,-0.00172588891011,-0.00161913865347,-0.00277296360485,0.00289711887148,-0.0181326774691,0.0164391429008,0.0222531293463,,-0.00774264443121
2010-02-08,-0.0160761154856,-0.00921828874564,-0.0200860846547,-0.0110294481239,-0.00427147603227,-0.00115469591994,-0.0114107883817,-0.00486539085307,-0.00625651720542,-0.00886329033562,0.0137523766698,-0.0219713457431,0.00952380952381,,-0.000600300084016
2010-02-09,0.0243414138046,0.0210271112383,0.0102489758601,0.0193308550186,0.00857959961868,0.0119460111003,0.0101433718083,0.00782268578879,0.0153900314795,0.0130401329848,0.0647286846794,0.00811238714859,0.0161725067385,,0.021021021021
2010-02-10,-0.00683590517044,-0.00419172597397,0.00797094202899,-0.00145882567469,-0.00283553875236,-0.0011424219345,-0.00450135057138,-0.00614489003881,-0.00413368914455,-0.00223257384761,-0.00582453606933,0.0139274833201,0.0132625994695,,-0.0105882352941
2010-02-11,0.017043625041,0.0170205164169,0.00215672193794,0.0149745074863,0.0104265402844,0.00800613800991,0.00591304347826,0.00683374552555,0.011760636458,0.00968043772911,0.0,-0.0036629733616,0.0261780104712,,0.0321046967895
2010-02-12,-0.00193367702437,0.00035990642433,0.000717360166238,-0.00791655243193,0.0018762195122,0.0,-0.00380363070539,-0.00226244336579,0.0,-0.00274459287657,0.00439403165119,-0.0364582731758,0.00382653061224,,0.00460823706174
2010-02-16,0.0251856966479,0.0235654254362,0.0207885319562,0.023576314835,0.0149812258904,0.0102117242734,0.0173550856423,0.00874629061398,0.0160683418803,0.0180007483147,-0.00218734961721,0.0114466769015,0.0241423125794,,0.0344036697248
2010-02-17,0.000629921259842,-0.0014060104954,0.00351123620163,0.00850460696331,0.00276752767528,0.00711347836441,-0.0040940977173,0.00770712934191,0.00807537039285,0.00423795977713,0.00621117989729,0.0163471554966,-0.00372208436725,,-0.000554268292683
2010-02-18,0.0107019515266,0.00563180218233,0.00629811100757,0.00913562927392,0.00643969641214,0.00594791821561,0.00548129477625,0.00478017860995,0.00634182264158,0.00658474223441,0.00290486554449,0.0281472299321,-0.00996264009963,,0.00721020481363
2010-02-19,0.00560573012751,0.00385022757876,0.00556335226449,0.0048747216182,-0.00274218476884,0.00221736889199,0.0139693356048,0.0,0.00232169154229,0.00218662209171,0.00144818966516,0.0192538797079,-0.00251572327044,,0.0104624994239
2010-02-22,-0.00433567654581,-0.0137726810709,0.013139626556,0.000692931368921,-0.00183313473877,0.0,-0.00537634408602,-0.00285442426722,-0.000330906695265,-0.00104585767194,-0.0166304772234,-0.00531286879242,-0.00378310214376,,-0.0321525340599
2010-02-23,-0.0158632338499,-0.0166165635496,-0.0184300353877,-0.0128116001666,-0.0123967395594,-0.00553104699369,-0.00675675675676,-0.00954204804256,-0.00595822595029,-0.0121028094322,-0.0139706244864,-0.0077151926494,-0.0139240506329,,-0.0264640187802
2010-02-24,-0.00252844508623,0.00629155120813,0.0173852585108,0.0101718344441,0.00976285448629,0.00630330019664,0.00102040816327,0.00738606317874,0.0129869792545,0.00972045882815,0.00932140193885,0.0331937808969,0.0333761232349,,0.0121457489879
2010-02-25,-0.00221796584975,0.000535869953555,-0.00273410818415,-0.00243052091773,-0.00276238502589,0.000736956548893,-0.00203870200476,0.000637488025582,0.0016436226167,-0.00208104033586,0.00775770225342,0.000289493496078,-0.0198757763975,,0.0188572
2010-02-26,0.000317561130518,0.00232103204146,0.00616867759895,0.00382875043509,0.0013850877193,-0.00478641384389,-0.00783118802073,0.000318604661313,0.00164099119268,0.00140537933425,-0.00659827688423,0.0026041955265,0.00253485424588,,0.00224335377211
2010-03-01,0.0152380952381,0.00926257586859,0.00272472752044,0.01317610957,0.0129090819313,0.00702915253314,0.0144131782571,0.00955417197452,0.0157273918742,0.0101585085438,0.00701110701107,0.00692631994653,0.0379266750948,,0.0195858981533
2010-03-02,0.00844277673546,0.00829511118955,0.00339680729598,0.00171119102365,-0.00136540743584,0.00367380615995,0.00304468887161,0.0034699683448,-0.00516129032258,0.00233044257996,-0.00329791120198,-0.00429914027799,0.020706455542,,0.00823271130626
2010-03-03,0.00868213953488,0.00437598451994,0.000676980365606,0.00136655278442,0.000455788493355,0.000366032210835,-0.00168634064081,-0.00408673386,0.00291828793774,0.000429201182746,0.0308823518058,0.00230276325258,-0.0035799522673,,0.00598807838868
2010-03-04,0.00676301895982,-0.00522828502565,0.0101489181427,0.00477659518173,0.00410022760363,0.0032930845225,0.00202702702703,-0.00315656565657,0.00905266731329,0.00373611835491,0.00392293138649,0.0034462665135,0.0179640718563,,-0.0221862000981
2010-03-05,0.0128243664122,0.0187456195254,0.0194239115874,0.0152801013487,0.0122503624206,0.00619985412108,0.0101145987862,0.0139328689044,0.0185838519251,0.0140074805259,0.0184724689165,0.00629653710064,0.0129411764706,,0.0221361372441
2010-03-08,0.0,-0.00154773855382,0.00197109079968,-0.00468227424749,0.00537879898605,-0.00362450163103,0.0,-0.00593379138039,0.00251651454808,-0.000175595862479,-0.0118590861528,-0.00284411262799,0.00348432055749,,-0.0081212777477
2010-03-09,-0.00633099224184,0.0,0.00327875431336,0.00806451612903,0.00445835934017,-0.00145503819571,-0.00133508015137,-0.000628369462771,-0.00156890487703,0.00171273693456,-0.00282386163078,0.00171129487418,-0.00115740740741,,0.00764197598253
2010-03-10,0.000303458747071,0.00878399915977,0.0111110457516,0.00199996666667,0.00665774493308,-0.0014572312766,0.00033422459893,0.000628764559219,0.00219984286612,0.00452455979807,0.00389384070796,0.000854299568744,0.0336037079954,,0.0130010285482
2010-03-11,0.00576278417462,-0.00170734164248,0.00840342652899,0.00365938135926,0.00396825396825,0.00182411528639,0.003341162713,0.00785428840716,0.00721229248079,0.00404151941815,-0.00246826507517,0.00199143658655,0.00336322869955,,-0.00374326203209
2010-03-12,0.00392041616405,0.00051306652107,-0.00384615384615,0.00662913490222,-0.000878348704436,0.000728368562577,-0.00632703941635,-0.00748135863583,0.00280199261525,-0.000217345947084,0.00141389178459,-0.00170360585737,-0.00223463687151,,0.00536768623899
2010-03-15,-0.000300450576736,-0.0102563760684,0.0,0.0,-0.000879120879121,0.00764195778748,0.00368636058981,0.0065954459799,-0.00124188144185,0.000452195240412,-0.00705968937522,0.00938572241183,-0.00111982082867,,-0.0186865980413
2010-03-16,0.0147235881828,0.00898093233226,0.0122264478764,0.0135001641916,0.0074791025077,0.00469479939708,0.0116860764045,0.00280811241211,0.0074604294349,0.00777911615041,0.0088873092388,-0.0132432226969,0.0538116591928,,0.00652878092879
2010-03-17,0.00562626591649,0.0109552040724,0.0120788310285,0.00162439890759,0.00305672489083,0.00431347951114,0.00330036314523,0.000311232119205,0.00493674791731,0.00582167580343,0.0144468644978,0.0134209594517,0.0287234042553,,-0.00108102702703
2010-03-18,-0.00706707912447,-0.0149001182712,-0.00565326668676,0.00681157963023,0.00130609496326,0.0010736577998,-0.00460526315789,0.00684283005643,-0.000307000307031,-0.000325846127805,-0.00764157667101,0.00732595055926,-0.028955532575,,-0.0189393929145
2010-03-19,-0.0130486947494,-0.0154692506016,-0.00884396770966,-0.0074098580087,-0.00913039130435,-0.00715048291564,-0.00991411103767,-0.00370710545898,-0.00491397405055,-0.00508644675794,0.0273013650683,-0.0302098461538,-0.0298189563365,,-0.0336459440901
2010-03-22,0.0147235881828,-0.00261868021331,0.00509885309744,0.00292116205521,0.00745932393772,0.00504141159525,-0.00667553426821,0.00651159689922,0.0104938265127,0.00509529690293,0.00545144804089,0.00807623352041,0.0219538968167,,-0.00570776255708
2010-03-23,0.0130292863488,0.00385081386573,0.00824337349398,0.0113268608414,0.00958192550444,0.00788244356861,0.00403222446237,0.00492914371316,0.00397058619605,0.00717096660426,0.00914947475432,0.00772532166737,0.015037593985,,0.0114810562572
